Event ID,Disease,Serotype,latitude,longitude,Locality,Country,Region,observation date,report date,Species,Diagnosis Source,Humans Affected,Human Deaths,Diagnosis Status,Cleaned_Species,Last_Word,Habitat
355224,Influenza - Avian,;H5N1 HPAI;,51.44,12.78,Thallwitz,Germany,Europe,2023-05-25T00:00:00Z,2023-06-07T00:00:00Z,"Wild,Strigidae (unidentified):Strigidae (incognita)(Strigidae),",WOAH (former OIE),NA,NA,Confirmed,Strigidae,strigidae,Other
295754,Influenza - Avian,;H5N8 HPAI;,51.27,12.87,Grimma,Germany,Europe,2020-12-28T00:00:00Z,2021-05-14T00:00:00Z,"Domestic,Chicken,",WOAH (former OIE),NA,NA,Confirmed,Chicken,chicken,PO
355005,Influenza - Avian,;H5N1 HPAI;,51.2569,14.7881,WALDHUFEN,Germany,Europe,2023-05-15T00:00:00Z,2023-06-01T00:00:00Z,"Wild,Laridae (unidentified):Laridae (incognita)(Laridae),",WOAH (former OIE),NA,NA,Confirmed,Laridae,laridae,SB
296430,Influenza - Avian,;H5N8 HPAI;,51.19,13.69,Landkreis Meißen,Germany,Europe,2021-03-03T00:00:00Z,2021-05-27T00:00:00Z,"Wild,Anserinae (unidentified):Anserinae (incognita)(Anatidae),Wild,Accipitridae (Accipitridae),Wild,Swan,",WOAH (former OIE),NA,NA,Confirmed,Anserinae,anserinae,FW
219671,Influenza - Avian,;H5N8 HPAI;,50.97,13.89,Sächsische Schweiz-Osterzgebirge,Germany,Europe,2016-11-17T00:00:00Z,2016-11-25T00:00:00Z,"Wild,Wild duck,",WOAH (former OIE),NA,NA,Confirmed,Wild duck,duck,FW
355009,Influenza - Avian,;H5N1 HPAI;,51.57,12.46,LÖBNITZ,Germany,Europe,2023-05-04T00:00:00Z,2023-06-01T00:00:00Z,"Wild,Laridae (unidentified):Laridae (incognita)(Laridae),",WOAH (former OIE),NA,NA,Confirmed,Laridae,laridae,SB
293051,Influenza - Avian,;H5N8 HPAI;,51.126655,13.047849,Döbeln,Germany,Europe,2021-03-24T00:00:00Z,2021-04-09T00:00:00Z,"Domestic,Unspecified bird,",WOAH (former OIE),NA,NA,Confirmed,"Unspecified bird,","bird,",PO
223368,Influenza - Avian,;H5N8 HPAI;,51.07,12.9,Mittelsachsen,Germany,Europe,2017-01-21T00:00:00Z,2017-02-03T00:00:00Z,"Wild,Unspecified bird,",WOAH (former OIE),NA,NA,Confirmed,"Unspecified bird,","bird,",Other
317794,Influenza - Avian,;H5N1 HPAI;,50.976,13.89,Pirna,Germany,Europe,2022-03-07T00:00:00Z,2022-03-30T00:00:00Z,"Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),",WOAH (former OIE),NA,NA,Confirmed,Anatidae,anatidae,FW
296434,Influenza - Avian,;H5N8 HPAI;,51.03,13.83,Dresden,Germany,Europe,2021-03-02T00:00:00Z,2021-05-27T00:00:00Z,"Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),Wild,Anserinae (unidentified):Anserinae (incognita)(Anatidae),",WOAH (former OIE),NA,NA,Confirmed,Anatidae,anatidae,FW
376536,Influenza - Avian,;H5N1 HPAI;,51.27,12.38,OB_133403 - 24-015-00146 - MARKKLEEBERG,Germany,Europe,2024-03-18T00:00:00Z,2024-03-22T00:00:00Z,"Wild,Anatidae (incognita),",WOAH (former OIE),NA,NA,Confirmed,Anatidae,anatidae,FW
317798,Influenza - Avian,;H5N1 HPAI;,50.964,13.939,Pirna,Germany,Europe,2022-02-25T00:00:00Z,2022-03-30T00:00:00Z,"Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),",WOAH (former OIE),NA,NA,Confirmed,Anatidae,anatidae,FW
317792,Influenza - Avian,;H5N1 HPAI;,51.158,13.879,Wachau,Germany,Europe,2022-03-11T00:00:00Z,2022-03-30T00:00:00Z,"Domestic,Unspecified bird,",WOAH (former OIE),NA,NA,Confirmed,"Unspecified bird,","bird,",PO
312470,Influenza - Avian,;H5N1 HPAI;,51.512,14.623,Weißwasser/O.L.,Germany,Europe,2022-01-19T00:00:00Z,2022-02-02T00:00:00Z,"Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),",WOAH (former OIE),NA,NA,Confirmed,Anatidae,anatidae,FW
